,0,1
38957,bojna duševna travma zaradi bombardiranja,bojna duševna travma
38958,bojna ladja,bojna ladja s težkim orožjem
38959,bojna ladja s težkim orožjem,bojna ladja
38960,bojna moč,ognjena moč
38961,bojna oprema,oborožitev
38962,bojna perjanica,obredna perjanica
38963,bojna sekira,tomahavk
38964,bojna črta,frontna črta
38965,bojni pohod,kampanja
38966,bojni položaj,bojni položaj pripravljenosti
38967,bojni položaj pripravljenosti,bojni položaj
38968,bojno ladjevje,vojaško ladjevje
38969,bojno polje,bojišče
38970,bojno poveljniško mesto,poveljniški center
38971,bojno urjenje,vojaška vaja
38972,bojujoč se,boreč se
38973,bok avtomobilskega plašča,bok plašča
38974,bok plašča,bok avtomobilskega plašča
38975,boks kamera,boksovka
38976,boksar peresne kategorije,boksarka peresne kategorije
38977,boksar super lahke kategorije,boksarka super lahke kategorije
38978,boksar super srednje kategorije,boksarka super srednje kategorije
38979,boksar super velterske kategorije,boksarka super velterske kategorije
38980,boksar v poltežki kategoriji,boksarka v poltežki kategoriji
38981,boksar z dobrim udarcem,boksarka z dobrim udarcem
38982,boksar z močnim udarcem,boksarka z močnim udarcem
38983,boksarka peresne kategorije,boksar peresne kategorije
38984,boksarka super lahke kategorije,boksar super lahke kategorije
38985,boksarka super srednje kategorije,boksar super srednje kategorije
38986,boksarka super velterske kategorije,boksar super velterske kategorije
38987,boksarka v poltežki kategoriji,boksar v poltežki kategoriji
38988,boksarka z dobrim udarcem,boksar z dobrim udarcem
38989,boksarka z močnim udarcem,boksar z močnim udarcem
38990,bolestna želja,silovita potreba
38991,bolezen z napadi panike,panična motnja
38992,bolezenska klica,bolezenski mikrob
38993,bolezenska razširitev arterije,anevrizma
38994,bolezenski mikrob,bolezenska klica
38995,bolezenski strah,fobija
38996,boleč poraz,hud poraz
38997,boleča točka,občutljiva točka
38998,boleče grlo,vneto grlo
38999,bolečih mišic,mialgičen
39000,bolečina v ledvicah,nefralgija
39001,bolečina v mišicah,bolečina v mišici
39002,bolečina v mišici,bolečina v mišicah
39003,bolečina v očeh,napetost v očeh
39004,bolečina v sklepu,artralgija
39005,bolečine v hrbtenici,bolečine v križu
39006,bolečine v križu,bolečine v hrbtenici
39007,bolečine v trebuhu,bolečine v želodcu
39008,bolečine v želodcu,bolečine v trebuhu
39009,bolj ali manj,več ali manj
39010,bolj debel,debelejši
39011,bolj konkretno,bolj natančno
39012,bolj kot,bolj od
39013,bolj malo,komaj kaj
39014,bolj medel,bolj šibek
39015,bolj natančno,bolj konkretno
39016,bolj neprepričljiv,bolj šepav
39017,bolj od,bolj kot
39018,bolj oddaljen,drugi
39019,bolj pozen,dokaj pozen
39020,bolj pozno,dokaj pozno
39021,bolj se potruditi,poprijeti
39022,bolj slaboten,nekoliko slaboten
39023,bolj suh,precej suh
39024,bolj svetel,svetlejši
39025,bolj svetiti kot,biti svetlejši kot
39026,bolj top,precej top
39027,bolj zaželen,boljši
39028,bolj šepav,bolj neprepričljiv
39029,bolj šibek,bolj medel
39030,bolje igrati,prekositi
39031,bolje oceniti,zvišati oceno
39032,bolje rečeno,natančneje
39033,boljša obleka,praznična obleka
39034,boljša polovica,žena
39035,boljša ponudba,višja ponudba
39036,boljše lastnosti,boljši rezultati
39037,boljši položaj,prednost
39038,boljši rezultati,boljše lastnosti
39039,bolnica s celiakijo,bolnik s celiakijo
39040,bolnica s kompulzivno motnjo,bolnica s kompulzivno nevrozo
39041,bolnica s kompulzivno nevrozo,bolnica s kompulzivno motnjo
39042,bolnica s plevritisom,bolnik s plevritisom
39043,bolnica s stomo,bolnik s stomo
39044,bolnica s tuberkulozo,bolnik s tuberkulozo
39045,bolnica z amnezijo,bolnik z amnezijo
39046,bolnica z anoreksijo,anoreksik
39047,bolnica z astigmatizmom,astigmatik
39048,bolnica z bulimijo,bolnik z bulimijo
39049,bolnica z manijo,bolnik z manijo
39050,bolnik s celiakijo,bolnica s celiakijo
39051,bolnik s kompulzivno motnjo,bolnica s kompulzivno motnjo
39052,bolnik s kompulzivno nevrozo,bolnica s kompulzivno motnjo
39053,bolnik s plevritisom,bolnica s plevritisom
39054,bolnik s stomo,bolnica s stomo
39055,bolnik s tuberkulozo,bolnica s tuberkulozo
39056,bolnik z amnezijo,bolnica z amnezijo
39057,bolnik z anoreksijo,anoreksik
39058,bolnik z astigmatizmom,astigmatik
39059,bolnik z bulimijo,bolnica z bulimijo
39060,bolnik z manijo,bolnica z manijo
39061,bolniška medicinska sestra,bolniški medicinski tehnik
39062,bolniška strežnica,bolniški strežnik
39063,bolniški dopust,neutemeljen bolniški dopust
39064,bolniški medicinski tehnik,bolniška medicinska sestra
39065,bolniški strežnik,bolniška strežnica
39066,bolniško maziljenje,sveto olje
39067,bolniško nadomestilo,boleznina
39068,bolnišnica v zaledju,bazna bolnišnica
39069,bolnišnica za gobavce,lazaret
39070,bolnišnica za kronične bolezni,sanatorij
39071,bolnišnica za najdenčke,dom za najdenčke
39072,bolnišnica za nalezljive bolezni,oddelek za nalezljive bolezni
39073,bolnišnica za rakava obolenja,onkološka bolnišnica
39074,bolnišnica za umirajoče,hospic
39075,bolnišnica za živali,veterinarska klinika
39076,bolnišnična socialna delavka,bolnišnični socialni delavec
39077,bolnišnična zdravnica,bolnišnični zdravnik
39078,bolnišnični oddelek,bolnišnični paviljon
39079,bolnišnični paviljon,bolnišnični oddelek
39080,bolnišnični socialni delavec,bolnišnična socialna delavka
39081,bolnišnični zdravnik,bolnišnična zdravnica
39082,bolšji sejem,bolšjak
39083,bolšji trg,bolšjak
39084,bomba s plastičnim eksplozivom,bomba s plastičnim razstrelivom
39085,bomba s plastičnim razstrelivom,bomba s plastičnim eksplozivom
39086,bomba z žeblji,žebljevka
39087,bomba za na puško,bomba za puško
39088,bomba za puško,bomba za na puško
39089,bombardiranje medijev,napad na medije
39090,bombardiranje s topovi,obstreljevanje z granatami
39091,bombardiranje v preprogi,intenzivno bombardiranje
39092,bombardirati s topovi,obstreljevati z granatami
39093,bombardirati v preprogi,intenzivno bombardirati
39094,bombardirati z zažigalnimi bombami,napasti z zažigalnimi bombami
39095,bombastičen govor,bombastičen slog
39096,bombastičen govorec,bombastična govornica
39097,bombastičen slog,bombastičen govor
39098,bombastična govornica,bombastičen govorec
39099,bombažen trak za robljenje,svilen trak za robljenje
39100,bombažev molj,bombaževček
39101,bombaževčevo olje,olje iz bombažnih semen
39102,bombažna čipka,lanena čipka
39103,bombažni odpadki,odpadni bombaž
39104,bombažni žamet,baržunasta tkanina
39105,bombažno blago,bombaževina
39106,bombažu podobna vlakna,kapok
39107,bomber jopič,vojaški letalski bluzon
39108,bombna teroristka,bombni terorist
39109,bombni alarm,bombni preplah
39110,bombni atentat,bombni napad
39111,bombni preplah,bombni alarm
39112,bombni terorist,bombna teroristka
39113,bombni tovor,bombe
39114,bombnik stealth,bombnik vrste stealth
39115,bombnik vrste stealth,bombnik stealth
39116,bon za malico,prehrambeni bon
39117,bona fide,v dobri veri
39118,bone china,kostni porcelan
39119,bonska listina,bon
39120,bonus točka,nagradna točka
39121,bonusna nalepkica,bonusna pika
39122,bonusna pika,bonusna nalepkica
39123,boogie-woogie,bugivugi
39124,borba za pooblastila delničarjev,pridobivanje pooblastil za zastopanje
39125,borben duh,borbenost
39126,bordo rdeč,vinsko rdeč
39127,bordo rdeča barva,vinsko rdeča
39128,bore malo,en kurc
39129,borec proti,borka proti
39130,borec proti kriminalu,borka proti kriminalu
39131,borec proti rasizmu,antirasist
39132,borec proti rasnemu razlikovanju,antisegregacionist
39133,borec za državljanske svoboščine,borka za državljanske svoboščine
39134,borec za moške pravice,maskulinist
39135,borec za svobodo,borka za svobodo
39136,borec za zaščito pravic živali,borka za zaščito pravic živali
39137,boreč se,bojujoč se
39138,boriti se v,boriti se za
39139,boriti se za prevlado,boriti se
39140,borka proti,borec proti
39141,borka proti kriminalu,borec proti kriminalu
39142,borka proti rasizmu,antirasist
39143,borka proti rasnemu razlikovanju,antisegregacionist
39144,borka za državljanske svoboščine,borec za državljanske svoboščine
39145,borka za svobodo,borec za svobodo
39146,borka za volilno pravico žensk,sufražetka
39147,borka za zaščito pravic živali,borec za zaščito pravic živali
39148,borov les,borovina
39149,borova deska,smrekova deska
39150,borza dela,sindikalna borza dela
39151,borza kmetijskih pridelkov in surovin,blagovna borza
39152,borza standardiziranih rokovnih poslov,borza standardiziranih terminskih poslov
39153,borza standardiziranih terminskih poslov,borza standardiziranih rokovnih poslov
39154,borzna dobičkarica,borzni dobičkar
39155,borzna dvorana,parket
39156,borzna mešetarka,borzni mešetar
39157,borzna posrednica,borzni posrednik
39158,borzna posrednica na blagovni borzi,borzni posrednik na blagovni borzi
39159,borzna preprodaja,arbitraža
39160,borzna trgovka,borzni trgovec
39161,borzna špekulacija,ažiotaža
39162,borzna špekulacija s cenami,ažiotaža
39163,borzna špekulantka,borzni špekulant
39164,borzni analitik,borzni analitičarka
39165,borzni analitičarka,borzni analitik
39166,borzni dobičkar,borzna dobičkarica
39167,borzni indeks,borzni tečaji
39168,borzni mešetar,borzna mešetarka
39169,borzni parket,borza
39170,borzni posrednik,borzna posrednica
39171,borzni posrednik na blagovni borzi,borzna posrednica na blagovni borzi
39172,borzni tečaji,borzni indeks
39173,borzni trgovec,borzna trgovka
39174,borzni špekulant,borzna špekulantka
39175,borzno mešetarjenje,borzno trgovanje
39176,borzno poslovanje,borzno trgovanje
39177,borzno posredništvo,borzništvo
39178,borzno trgovanje,borzno mešetarjenje
39179,bočiti se,peti se
39180,bočna ladijska lestev,bočne ladijske stopnice
39181,bočna plavut,kobilica
39182,bočne ladijske stopnice,bočna ladijska lestev
39183,bočni del,stranski del
39184,bočni igralec,stranski igralec
39185,bočni položaj za nezavestnega,položaj za nezavestnega
39186,bočno kriti,ščititi bok
39187,bočno od ladje,bočno od letala
39188,bočno od letala,bočno od ladje
39189,bočno trčiti,zaleteti se od strani
39190,bočno zanašanje,deviacija
39191,božanska jed,ambrozija
39192,božanska pijača,ambrozija
39193,božansko bitje,heroj
39194,božična kolednica,božična pesem
39195,božična pesem,božična kolednica
39196,božična rolada,božično deblo
39197,božična službena zabava,službena zabava
39198,božična zvezda,božičnica
39199,božične jagode,brazilski koralni razhudnik
39200,božični prazniki,božični čas
39201,božični večer,sveti večer
39202,božični čas,božič
39203,božično darilce,božično darilce za v nogavico
39204,božično darilce za v nogavico,božično darilce
39205,božično deblo,božična rolada
39206,božično drevesce,božično drevo
39207,božično drevo,božično drevesce
39208,božja beseda,biblija
39209,božja hiša,božji hram
39210,božja milost,božji dar
39211,božja pravica,od boga dana pravica
39212,božja slava,božje veličastvo
39213,božja zaveza,slovesna zaobljuba
39214,božje prikazanje,teofanija
39215,božje rovte,bogu za hrbtom
39216,božje veličastvo,božja slava
39217,božji hram,božja hiša
39218,božji kralj,božji vladar
39219,božji otrok,kristjan
39220,božji prestol,prestol milosti
39221,božji sad,diospiros
39222,božji vladar,božji kralj
39223,bradavica na stopalu,veruka
39224,bradavičasta tilandzija,bradovčeva tilandzija
39225,bradavični kolobar,areola
39226,bradovčeva tilandzija,bradavičasta tilandzija
39227,brahikefalen človek,kratkoglavec
39228,bralec kart,bralec zemljevidov
39229,bralec misli,bralka misli
39230,bralec poročil,bralka poročil
39231,bralec rokopisov,bralka rokopisov
39232,bralec zemljevidov,bralec kart
39233,bralka kart,bralec kart
39234,bralka misli,bralec misli
39235,bralka poročil,bralec poročil
39236,bralka rokopisov,bralec rokopisov
39237,bralka zemljevidov,bralec kart
39238,bralna luč,stropna svetilka
39239,bralna očala,očala za branje
39240,bralne zmožnosti,otrokove bralne zmožnosti
39241,bralnik dokumentov,čitalnik dokumentov
39242,bralnik črtne kode,čitalno pero
39243,bralno znamenje,knjižno znamenje
39244,branilec vere,branilka vere
39245,branilka vere,branilec vere
39246,braniti se,upreti se
39247,braniti se pred,ubraniti se
39248,branje gledališke igre,branje igre
39249,branje igre,branje gledališke igre
39250,branje karte,branje zemljevida
39251,branje zemljevida,branje karte
39252,brat pack,brat pack generacija
39253,brat pack generacija,brat pack
39254,brati spremni komentar,brati spremni tekst
39255,brati spremni tekst,brati spremni komentar
39256,brati v metrumu,skandirati
39257,bratiti se,fraternizirati
39258,bratranec v drugem kolenu,mrzla sestrična
39259,bratranec v tretjem kolenu,sestrična v tretjem kolenu
39260,brazda vesla,sled vesla
39261,brazdasti kit,hrbtopluti kit
39262,brazgotiniti se,celiti se
39263,brazilski koralni razhudnik,božične jagode
39264,brazilski les,rdeči les
39265,brazilski oreh,paranski oreh
39266,brcati z,suvati z
39267,brcniti s prsti na nogah,frcniti s prsti na nogah
39268,brcniti visoko v zrak,udariti visoko v zrak
39269,brcniti z nog,sezuti
39270,brcniti z volejem,udariti z volejem
39271,breme krivde,občutek krivde
39272,bremenilni dokaz,obremenilni dokaz
39273,bremenitev z,pripisovanje
39274,brenkanje na,brenkanje po
39275,brenkanje po,brenkanje na
39276,brenkati na,brenkati po
39277,brenkati po,brenkati na
39278,breskova barva,rožnato oranžna
39279,bresti po,bresti čez
39280,bresti čez,bresti po
39281,brez alinej,brez odstavkov
39282,brez alkohola,brezalkoholen
39283,brez avtomobilov,zaprt za avtomobilski promet
39284,brez barve,bel
39285,brez besedice zahvale,brez zahvale
39286,brez besedila,brez verzov
39287,brez blagovne znamke,brez znamke
39288,brez bodic,brez trnov
39289,brez bolečin,neboleč
39290,brez brade,golobrad
39291,brez carine,prosto carine
39292,brez cene,brez označene cene
39293,brez ceremonij,nedostojanstveno
39294,brez cerkovnika,brez mežnarja
39295,brez cest,brez poti
39296,brez cilja,brez jasnega cilja
39297,brez cone,brez območja
39298,brez daru razuma,brez razuma
39299,brez datuma,nedatiran
39300,brez dediča,brez upravičenca
39301,brez dela,brezposeln
39302,brez denarja,suh
39303,brez dežja,suh
39304,brez diha,brez sape
39305,brez dimenzij,brez razsežnosti
39306,brez dlak,gladek
39307,brez dlani,brez rok
39308,brez dna,brezdanji
39309,brez dobička,nerentabilno
39310,brez dodanega sladkorja,brez sladkorja
39311,brez dodatkov,osnoven
39312,brez dolga,na čistem
39313,brez dolgov,brez dolga
39314,brez določenih datumov,brez določenih datumov potovanja
39315,brez določenih datumov potovanja,brez določenih datumov
39316,brez domišljije,nedomiselno
39317,brez dosežene zmage,brez zmage
39318,brez dovoljenja kopirati,brez dovoljenja posnemati
39319,brez dovoljenja posnemati,brez dovoljenja kopirati
39320,brez družine,brez obveznosti
39321,brez držaja,brez ročaja
39322,brez duše,brezdušen
39323,brez električnega naboja,nevtralen
39324,brez etikete,brez nalepke
39325,brez ficka,brez denarja
39326,brez finančne podpore,brez finančne pomoči
39327,brez finančne pomoči,brez finančne podpore
39328,brez funkcije,nefunkcionalen
39329,brez glasu,brezglasen
39330,brez glave,brezglav
39331,brez glazure,neglaziran
39332,brez golov,brez zadetkov
39333,brez gredlja,brez kobilice
39334,brez greha,brez grehov
39335,brez grehov,brez greha
39336,brez groze,brez strahu
39337,brez gub,gladek
39338,brez gumbov,brez zadrge
39339,brez hrbtenice,neodločen
39340,brez hrbtne strani,brez zadnje strani
39341,brez ilustracij,neilustriran
39342,brez iluzij,realističen
39343,brez imena,brezimen
39344,brez imetja,brez lastnine
39345,brez izhoda,neprehoden
39346,brez izjeme,vedno
39347,brez izkašljevanja,neproduktiven
39348,brez izkušenj,teoretizerski
39349,brez izolacije,neizoliran
39350,brez jakne,brez suknjiča
39351,brez jasnega cilja,brez cilja
39352,brez jasnega izida,neuspešen
39353,brez jedrskega orožja,nejedrski
39354,brez jezdeca,brez voznika
39355,brez kapitala,brez sredstev
39356,brez kapuce,brez pokrivala
39357,brez karizme,nekarizmatičen
39358,brez kaveljčka,brez kljukice
39359,brez klientov,brez strank
39360,brez kljukice,brez kaveljčka
39361,brez klobuka,brez pokrivala
39362,brez kobilice,brez gredlja
39363,brez konca in kraja,v neskončnost
39364,brez končnic,brez končnice
39365,brez končnice,brez končnic
39366,brez koščic,izkoščičen
39367,brez kril,nekrilat
39368,brez kritine,brez slame
